,,,
 pl_impparlim,Impact Parameter Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_imppar_reflink,Impact Parameter Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 pl_trandep,Transit Depth [%],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trandeperr1,Transit Depth Upper Unc. [%],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trandeperr2,Transit Depth Lower Unc. [%],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trandeplim,Transit Depth Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trandep_reflink, Transit Depth [%] Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 pl_trandur,Transit Duration [hours],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trandurerr1,Transit Duration Upper Unc. [hours],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trandurerr2,Transit Duration Lower Unc. [hours],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trandurlim,Transit Duration Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trandur_reflink,Transit Duration Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 pl_ratdor,Ratio of Semi-Major Axis to Stellar Radius,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_ratdorerr1,Ratio of Semi-Major Axis to Stellar Radius Upper Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_ratdorerr2,Ratio of Semi-Major Axis to Stellar Radius Lower Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_ratdorlim,Ratio of Semi-Major Axis to Stellar Radius Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_ratdor_reflink,Ratio of Semi-Major Axis to Stellar Radius Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 pl_ratror,Ratio of Planet to Stellar Radius,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_ratrorerr1,Ratio of Planet to Stellar Radius Upper Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_ratrorerr2,Ratio of Planet to Stellar Radius Lower Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_ratrorlim,Ratio of Planet to Stellar Radius Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_ratror_reflink,Ratio of Planet to Stellar Radius Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 pl_occdep,Occultation Depth [%],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_occdeperr1,Occultation Depth Upper Unc. [%],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_occdeperr2,Occultation Depth Lower Unc. [%],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_occdeplim,Occultation Depth Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_occdep_reflink,Occultation Depth Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 pl_orbtper,Epoch of Periastron [days],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_orbtpererr1,Epoch of Periastron Upper Unc. [days],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_orbtpererr2,Epoch of Periastron Lower Unc. [days],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_orbtperlim,Epoch of Periastron Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_orbtper_systemref,Epoch of Periastron Time System Frame and Standard,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_orbtper_reflink,Epoch of Periastron Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 pl_orblper,Argument of Periastron [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_orblpererr1,Argument of Periastron Upper Unc. [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_orblpererr2,Argument of Periastron Lower Unc. [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_orblperlim,Argument of Periastron Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_orblper_reflink,Argument of Periastron Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 pl_rvamp,Radial Velocity Amplitude [m/s],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_rvamperr1,Radial Velocity Amplitude Upper Unc. [m/s],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_rvamperr2,Radial Velocity Amplitude Lower Unc. [m/s],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_rvamplim,Radial Velocity Amplitude Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_rvamp_reflink,Radial Velocity Amplitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 pl_projobliq,Projected Obliquity [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_projobliqerr1,Projected Obliquity Upper Unc. [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_projobliqerr2,Projected Obliquity Lower Unc. [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_projobliqlim,Projected Obliquity Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_projobliq_reflink,Projected Obliquity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 pl_trueobliq,True Obliquity [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trueobliqerr1,True Obliquity Upper Unc. [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trueobliqerr2,True Obliquity Lower Unc. [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trueobliqlim,True Obliquity Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_trueobliq_reflink,True Obliquity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 st_spectype,Spectral Type,fst_spt,Spectral Type
 st_spectype_reflink,Spectral Type Reference,fst_sptreflink,Spectral Type Reference
 st_teff,Stellar Effective Temperature [K],fst_teff,Stellar Effective Temperature [K]
 st_tefferr1,Stellar Effective Temperature Upper Unc. [K],fst_tefferr1,Stellar Effective Temperature Upper Unc. [K]
 st_tefferr2,Stellar Effective Temperature Lower Unc. [K],fst_tefferr2,Stellar Effective Temperature Lower Unc. [K]
 st_tefflim,Stellar Effective Temperature Limit Flag,fst_tefflim,Stellar Effective Temperature Limit Flag
 st_teff_reflink,Stellar Effective Temperature Reference,fst_teffreflink,Stellar Effective Temperature Reference
 st_rad,Stellar Radius [Solar Radius],fst_rad,Stellar Radius [Solar Radius]
 st_raderr1,Stellar Radius Upper Unc. [Solar Radius],fst_raderr1,Stellar Radius Upper Unc. [Solar Radius]
 st_raderr2,Stellar Radius Lower Unc. [Solar Radius],fst_raderr2,Stellar Radius Lower Unc. [Solar Radius]
 st_radlim,Stellar Radius Limit Flag,fst_radlim,Stellar Radius Limit Flag
 st_rad_reflink,Stellar Radius Reference,fst_radreflink,Stellar Radius Reference
 st_mass,Stellar Mass [Solar mass],fst_mass,Stellar Mass [Solar mass]
 st_masserr1,Stellar Mass Upper Unc. [Solar mass],fst_masserr1,Stellar Mass Upper Unc. [Solar mass]
 st_masserr2,Stellar Mass Lower Unc. [Solar mass],fst_masserr2,Stellar Mass Lower Unc. [Solar mass]
 st_masslim,Stellar Mass Limit Flag,fst_masslim,Stellar Mass Limit Flag
 st_mass_reflink,Stellar Mass [Solar mass] Reference,fst_massreflink,Stellar Mass [Solar mass] Reference
 st_met,Stellar Metallicity [dex],fst_met,Stellar Metallicity [dex]
 st_meterr1,Stellar Metallicity Upper Unc. [dex],fst_meterr1,Stellar Metallicity Upper Unc. [dex]
 st_meterr2,Stellar Metallicity Lower Unc. [dex],fst_meterr2,Stellar Metallicity Lower Unc. [dex]
 st_metlim,Stellar Metallicity Limit Flag,fst_metlim,Stellar Metallicity Limit Flag
 st_met_reflink,Stellar Metallicity Reference,fst_metreflink,Stellar Metallicity Reference
 st_metratio,Stellar Metallicity Ratio,fst_metratio,Stellar Metallicity Ratio
 st_lum,Stellar Luminosity [log(Solar)],fst_lum,Stellar Luminosity [log(Solar)]
 st_lumerr1,Stellar Luminosity Upper Unc. [log(Solar)],fst_lumerr1,Stellar Luminosity Upper Unc. [log(Solar)]
 st_lumerr2,Stellar Luminosity Lower Unc. [log(Solar)],fst_lumerr2,Stellar Luminosity Lower Unc. [log(Solar)]
 st_lumlim,Stellar Luminosity Limit Flag,fst_lumlim,Stellar Luminosity Limit Flag
 st_lum_reflink,Stellar Luminosity Reference,fst_lumreflink,Stellar Luminosity Reference
 st_logg,Stellar Surface Gravity [log10(cm/s**2)],fst_logg,Stellar Surface Gravity [log10(cm/s**2)]
 st_loggerr1,Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],fst_loggerr1,Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
 st_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],fst_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
 st_logglim,Stellar Surface Gravity Limit Flag,fst_logglim,Stellar Surface Gravity Limit Flag
 st_logg_reflink,Stellar Surface Gravity Reference,fst_loggreflink,Stellar Surface Gravity Reference
 st_age,Stellar Age [Gyr],fst_age,Stellar Age [Gyr]
 st_ageerr1,Stellar Age Upper Unc. [Gyr],fst_ageerr1,Stellar Age Upper Unc. [Gyr]
 st_ageerr2,Stellar Age Lower Unc. [Gyr],fst_ageerr2,Stellar Age Lower Unc. [Gyr]
 st_agelim,Stellar Age Limit Flag,fst_agelim,Stellar Age Limit Flag
 st_age_reflink,Stellar Age Reference,fst_agereflink,Stellar Age Reference
 st_dens,Stellar Density [g/cm**3],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_denserr1,Stellar Density Upper Unc. [g/cm**3],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_denserr2,Stellar Density Lower Unc. [g/cm**3],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_denslim,Stellar Density Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_dens_reflink,Stellar Density Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 st_vsin,Stellar Rotational Velocity [km/s],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_vsinerr1,Stellar Rotational Velocity [km/s] Upper Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_vsinerr2,Stellar Rotational Velocity [km/s] Lower Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_vsinlim,Stellar Rotational Velocity Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_vsin_reflink,Stellar Rotational Velocity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 st_rotp,Stellar Rotational Period [days],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_rotperr1,Stellar Rotational Period [days] Upper Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_rotperr2,Stellar Rotational Period [days] Lower Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_rotplim,Stellar Rotational Period Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_rotp_reflink,Stellar Rotational Period Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 st_radv,Systemic Radial Velocity [km/s],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_radverr1,Systemic Radial Velocity Upper Unc. [km/s],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_radverr2,Systemic Radial Velocity Lower Unc. [km/s],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_radvlim,Systemic Radial Velocity Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_radv_reflink,Systemic Radial Velocity Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 rastr,RA [sexagesimal],ra_str,RA [sexagesimal]
 ra,RA [decimal],ra,RA [decimal]
 decstr,Dec [sexagesimal],dec_str,Dec [sexagesimal]
 dec,Dec [decimal],dec,Dec [decimal]
 raerr1,RA Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 raerr2,RA Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 decerr1,Dec Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 decerr2,Dec Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glat,Galactic Latitude [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glaterr1,Galactic Latitude [deg] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glaterr2,Galactic Latitude [deg] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glon,Galactic Longitude [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glonerr1,Galactic Longitude [deg] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 glonerr2,Galactic Longitude [deg] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elat,Ecliptic Latitude [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elaterr1,Ecliptic Latitude [deg] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elaterr2,Ecliptic Latitude [deg] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elon,Ecliptic Longitude [deg],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elonerr1,Ecliptic Longitude [deg] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 elonerr2,Ecliptic Longitude [deg] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 ra_reflink,Position Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_pm,Total Proper Motion [mas/yr],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmerr1,Total Proper Motion Upper Unc [mas/yr],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmerr2,Total Proper Motion Lower Unc [mas/yr],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pm_reflink,Total Proper Motion Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_pmra,Proper Motion (RA) [mas/yr],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmraerr1,Proper Motion (RA) [mas/yr] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmraerr2,Proper Motion (RA) [mas/yr] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmra_reflink,Proper Motion (RA) Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_pmdec,Proper Motion (Dec) [mas/yr],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmdecerr1,Proper Motion (Dec) [mas/yr] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_pmdecerr2,Proper Motion (Dec) [mas/yr] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
